oid,cid,pid,cat,qty,price
9305,c9305,p105,books,1,190
9306,c9306,p106,home,2,7
9307,c9307,p107,cloth,3,24
9308,c9308,p108,food,4,41
9309,c9309,p109,toys,5,58
9310,c9310,p110,beauty,1,75
9311,c9311,p111,sport,2,92
9312,c9312,p112,elec,3,109
9313,c9313,p113,books,4,126
9314,c9314,p114,home,5,143
9315,c9315,p115,cloth,1,160
9316,c9316,p116,food,2,177
9317,c9317,p117,toys,3,194
9318,c9318,p118,beauty,4,11
9319,c9319,p119,sport,5,28
9320,c9320,p120,elec,1,45
9321,c9321,p121,books,2,62
9322,c9322,p122,home,3,79
9323,c9323,p123,cloth,4,96
9324,c9324,p124,food,5,113
9325,c9325,p125,toys,1,130
9326,c9326,p126,beauty,2,147
9327,c9327,p127,sport,3,164
9328,c9328,p128,elec,4,181
9329,c9329,p129,books,5,198
9330,c9330,p130,home,1,15
9331,c9331,p131,cloth,2,32
9332,c9332,p132,food,3,49
9333,c9333,p133,toys,4,66
9334,c9334,p134,beauty,5,83
9335,c9335,p135,sport,1,100
9336,c9336,p136,elec,2,117
9337,c9337,p137,books,3,134
9338,c9338,p138,home,4,151
9339,c9339,p139,cloth,5,168
9340,c9340,p140,food,1,185
9341,c9341,p141,toys,2,202
9342,c9342,p142,beauty,3,19
9343,c9343,p143,sport,4,36
9344,c9344,p144,elec,5,53
9345,c9345,p145,books,1,70
9346,c9346,p146,home,2,87
9347,c9347,p147,cloth,3,104
9348,c9348,p148,food,4,121
9349,c9349,p149,toys,5,138
9350,c9350,p150,beauty,1,155
9351,c9351,p151,sport,2,172
9352,c9352,p152,elec,3,189
9353,c9353,p153,books,4,6
9354,c9354,p154,home,5,23
9355,c9355,p155,cloth,1,40
9356,c9356,p156,food,2,57
9357,c9357,p157,toys,3,74
9358,c9358,p158,beauty,4,91
9359,c9359,p159,sport,5,108
9360,c9360,p160,elec,1,125
9361,c9361,p161,books,2,142
9362,c9362,p162,home,3,159
9363,c9363,p163,cloth,4,176
9364,c9364,p164,food,5,193
9365,c9365,p165,toys,1,10
9366,c9366,p166,beauty,2,27
9367,c9367,p167,sport,3,44
9368,c9368,p168,elec,4,61
9369,c9369,p169,books,5,78
9370,c9370,p170,home,1,95
9371,c9371,p171,cloth,2,112
9372,c9372,p172,food,3,129
9373,c9373,p173,toys,4,146
9374,c9374,p174,beauty,5,163
9375,c9375,p175,sport,1,180
9376,c9376,p176,elec,2,197
9377,c9377,p177,books,3,14
9378,c9378,p178,home,4,31
9379,c9379,p179,cloth,5,48
9380,c9380,p180,food,1,65
9381,c9381,p181,toys,2,82
9382,c9382,p182,beauty,3,99
9383,c9383,p183,sport,4,116
9384,c9384,p184,elec,5,133
9385,c9385,p185,books,1,150
9386,c9386,p186,home,2,167
9387,c9387,p187,cloth,3,184
9388,c9388,p188,food,4,201
9389,c9389,p189,toys,5,18
9390,c9390,p190,beauty,1,35
9391,c9391,p191,sport,2,52
9392,c9392,p192,elec,3,69
9393,c9393,p193,books,4,86
9394,c9394,p194,home,5,103
9395,c9395,p195,cloth,1,120
9396,c9396,p196,food,2,137
9397,c9397,p197,toys,3,154
9398,c9398,p198,beauty,4,171
9399,c9399,p199,sport,5,188
9400,c9400,p0,elec,1,5
9401,c9401,p1,books,2,22
9402,c9402,p2,home,3,39
9403,c9403,p3,cloth,4,56
9404,c9404,p4,food,5,73
9405,c9405,p5,toys,1,90
9406,c9406,p6,beauty,2,107
9407,c9407,p7,sport,3,124
9408,c9408,p8,elec,4,141
9409,c9409,p9,books,5,158
9410,c9410,p10,home,1,175
9411,c9411,p11,cloth,2,192
9412,c9412,p12,food,3,9
9413,c9413,p13,toys,4,26
9414,c9414,p14,beauty,5,43
9415,c9415,p15,sport,1,60
9416,c9416,p16,elec,2,77
9417,c9417,p17,books,3,94
9418,c9418,p18,home,4,111
9419,c9419,p19,cloth,5,128
9420,c9420,p20,food,1,145
9421,c9421,p21,toys,2,162
9422,c9422,p22,beauty,3,179
9423,c9423,p23,sport,4,196
9424,c9424,p24,elec,5,13
9425,c9425,p25,books,1,30
9426,c9426,p26,home,2,47
9427,c9427,p27,cloth,3,64
9428,c9428,p28,food,4,81
9429,c9429,p29,toys,5,98
9430,c9430,p30,beauty,1,115
9431,c9431,p31,sport,2,132
9432,c9432,p32,elec,3,149
9433,c9433,p33,books,4,166
9434,c9434,p34,home,5,183
9435,c9435,p35,cloth,1,200
9436,c9436,p36,food,2,17
9437,c9437,p37,toys,3,34
9438,c9438,p38,beauty,4,51
9439,c9439,p39,sport,5,68
9440,c9440,p40,elec,1,85
9441,c9441,p41,books,2,102
9442,c9442,p42,home,3,119
9443,c9443,p43,cloth,4,136
9444,c9444,p44,food,5,153
9445,c9445,p45,toys,1,170
9446,c9446,p46,beauty,2,187
9447,c9447,p47,sport,3,204
9448,c9448,p48,elec,4,21
9449,c9449,p49,books,5,38
9450,c9450,p50,home,1,55
9451,c9451,p51,cloth,2,72
9452,c9452,p52,food,3,89
9453,c9453,p53,toys,4,106
9454,c9454,p54,beauty,5,123
9455,c9455,p55,sport,1,140
9456,c9456,p56,elec,2,157
9457,c9457,p57,books,3,174
9458,c9458,p58,home,4,191
9459,c9459,p59,cloth,5,8
9460,c9460,p60,food,1,25
9461,c9461,p61,toys,2,42
9462,c9462,p62,beauty,3,59
9463,c9463,p63,sport,4,76
9464,c9464,p64,elec,5,93
9465,c9465,p65,books,1,110
9466,c9466,p66,home,2,127
9467,c9467,p67,cloth,3,144
9468,c9468,p68,food,4,161
9469,c9469,p69,toys,5,178
9470,c9470,p70,beauty,1,195
9471,c9471,p71,sport,2,12
9472,c9472,p72,elec,3,29
9473,c9473,p73,books,4,46
9474,c9474,p74,home,5,63
9475,c9475,p75,cloth,1,80
9476,c9476,p76,food,2,97
9477,c9477,p77,toys,3,114
9478,c9478,p78,beauty,4,131
9479,c9479,p79,sport,5,148
9480,c9480,p80,elec,1,165
9481,c9481,p81,books,2,182
9482,c9482,p82,home,3,199
9483,c9483,p83,cloth,4,16
9484,c9484,p84,food,5,33
9485,c9485,p85,toys,1,50
9486,c9486,p86,beauty,2,67
9487,c9487,p87,sport,3,84
9488,c9488,p88,elec,4,101
9489,c9489,p89,books,5,118
9490,c9490,p90,home,1,135
9491,c9491,p91,cloth,2,152
9492,c9492,p92,food,3,169
9493,c9493,p93,toys,4,186
9494,c9494,p94,beauty,5,203
9495,c9495,p95,sport,1,20
9496,c9496,p96,elec,2,37
9497,c9497,p97,books,3,54
9498,c9498,p98,home,4,71
9499,c9499,p99,cloth,5,88
9500,c9500,p100,food,1,105
9501,c9501,p101,toys,2,122
9502,c9502,p102,beauty,3,139
9503,c9503,p103,sport,4,156
9504,c9504,p104,elec,5,173
9505,c9505,p105,books,1,190
9506,c9506,p106,home,2,7
9507,c9507,p107,cloth,3,24
9508,c9508,p108,food,4,41
9509,c9509,p109,toys,5,58
9510,c9510,p110,beauty,1,75
9511,c9511,p111,sport,2,92
9512,c9512,p112,elec,3,109
9513,c9513,p113,books,4,126
9514,c9514,p114,home,5,143
9515,c9515,p115,cloth,1,160
9516,c9516,p116,food,2,177
9517,c9517,p117,toys,3,194
9518,c9518,p118,beauty,4,11
9519,c9519,p119,sport,5,28
9520,c9520,p120,elec,1,45
9521,c9521,p121,books,2,62
9522,c9522,p122,home,3,79
9523,c9523,p123,cloth,4,96
9524,c9524,p124,food,5,113
9525,c9525,p125,toys,1,130
9526,c9526,p126,beauty,2,147
9527,c9527,p127,sport,3,164
9528,c9528,p128,elec,4,181
9529,c9529,p129,books,5,198
9530,c9530,p130,home,1,15
9531,c9531,p131,cloth,2,32
9532,c9532,p132,food,3,49
9533,c9533,p133,toys,4,66
9534,c9534,p134,beauty,5,83
9535,c9535,p135,sport,1,100
9536,c9536,p136,elec,2,117
9537,c9537,p137,books,3,134
9538,c9538,p138,home,4,151
9539,c9539,p139,cloth,5,168
9540,c9540,p140,food,1,185
9541,c9541,p141,toys,2,202
9542,c9542,p142,beauty,3,19
9543,c9543,p143,sport,4,36
9544,c9544,p144,elec,5,53
9545,c9545,p145,books,1,70
9546,c9546,p146,home,2,87
9547,c9547,p147,cloth,3,104
9548,c9548,p148,food,4,121
9549,c9549,p149,toys,5,138
9550,c9550,p150,beauty,1,155
9551,c9551,p151,sport,2,172
9552,c9552,p152,elec,3,189
9553,c9553,p153,books,4,6
9554,c9554,p154,home,5,23
9555,c9555,p155,cloth,1,40
9556,c9556,p156,food,2,57
9557,c9557,p157,toys,3,74
9558,c9558,p158,beauty,4,91
9559,c9559,p159,sport,5,108
9560,c9560,p160,elec,1,125
9561,c9561,p161,books,2,142
9562,c9562,p162,home,3,159
9563,c9563,p163,cloth,4,176
9564,c9564,p164,food,5,193
9565,c9565,p165,toys,1,10
9566,c9566,p166,beauty,2,27
9567,c9567,p167,sport,3,44
9568,c9568,p168,elec,4,61
9569,c9569,p169,books,5,78
9570,c9570,p170,home,1,95
9571,c9571,p171,cloth,2,112
9572,c9572,p172,food,3,129
9573,c9573,p173,toys,4,146
9574,c9574,p174,beauty,5,163
9575,c9575,p175,sport,1,180
9576,c9576,p176,elec,2,197
9577,c9577,p177,books,3,14
9578,c9578,p178,home,4,31
9579,c9579,p179,cloth,5,48
9580,c9580,p180,food,1,65
9581,c9581,p181,toys,2,82
9582,c9582,p182,beauty,3,99
9583,c9583,p183,sport,4,116
9584,c9584,p184,elec,5,133
9585,c9585,p185,books,1,150
9586,c9586,p186,home,2,167
9587,c9587,p187,cloth,3,184
9588,c9588,p188,food,4,201
9589,c9589,p189,toys,5,18
9590,c9590,p190,beauty,1,35
9591,c9591,p191,sport,2,52
9592,c9592,p192,elec,3,69
9593,c9593,p193,books,4,86
9594,c9594,p194,home,5,103
9595,c9595,p195,cloth,1,120
9596,c9596,p196,food,2,137
9597,c9597,p197,toys,3,154
9598,c9598,p198,beauty,4,171
9599,c9599,p199,sport,5,188
9600,c9600,p0,elec,1,5
9601,c9601,p1,books,2,22
9602,c9602,p2,home,3,39
9603,c9603,p3,cloth,4,56
9604,c9604,p4,food,5,73
9605,c9605,p5,toys,1,90
9606,c9606,p6,beauty,2,107
9607,c9607,p7,sport,3,124
9608,c9608,p8,elec,4,141
9609,c9609,p9,books,5,158
9610,c9610,p10,home,1,175
9611,c9611,p11,cloth,2,192
9612,c9612,p12,food,3,9
9613,c9613,p13,toys,4,26
9614,c9614,p14,beauty,5,43
9615,c9615,p15,sport,1,60
9616,c9616,p16,elec,2,77
9617,c9617,p17,books,3,94
9618,c9618,p18,home,4,111
9619,c9619,p19,cloth,5,128
9620,c9620,p20,food,1,145
9621,c9621,p21,toys,2,162
9622,c9622,p22,beauty,3,179
9623,c9623,p23,sport,4,196
9624,c9624,p24,elec,5,13
9625,c9625,p25,books,1,30
9626,c9626,p26,home,2,47
9627,c9627,p27,cloth,3,64
9628,c9628,p28,food,4,81
9629,c9629,p29,toys,5,98
9630,c9630,p30,beauty,1,115
9631,c9631,p31,sport,2,132
9632,c9632,p32,elec,3,149
9633,c9633,p33,books,4,166
9634,c9634,p34,home,5,183
9635,c9635,p35,cloth,1,200
9636,c9636,p36,food,2,17
9637,c9637,p37,toys,3,34
9638,c9638,p38,beauty,4,51
9639,c9639,p39,sport,5,68
9640,c9640,p40,elec,1,85
9641,c9641,p41,books,2,102
9642,c9642,p42,home,3,119
9643,c9643,p43,cloth,4,136
9644,c9644,p44,food,5,153
9645,c9645,p45,toys,1,170
9646,c9646,p46,beauty,2,187
9647,c9647,p47,sport,3,204
9648,c9648,p48,elec,4,21
9649,c9649,p49,books,5,38
9650,c9650,p50,home,1,55
9651,c9651,p51,cloth,2,72
9652,c9652,p52,food,3,89
9653,c9653,p53,toys,4,106
9654,c9654,p54,beauty,5,123
9655,c9655,p55,sport,1,140
9656,c9656,p56,elec,2,157
9657,c9657,p57,books,3,174
9658,c9658,p58,home,4,191
9659,c9659,p59,cloth,5,8
9660,c9660,p60,food,1,25
9661,c9661,p61,toys,2,42
9662,c9662,p62,beauty,3,59
9663,c9663,p63,sport,4,76
9664,c9664,p64,elec,5,93
9665,c9665,p65,books,1,110
9666,c9666,p66,home,2,127
9667,c9667,p67,cloth,3,144
9668,c9668,p68,food,4,161
9669,c9669,p69,toys,5,178
9670,c9670,p70,beauty,1,195
9671,c9671,p71,sport,2,12
9672,c9672,p72,elec,3,29
9673,c9673,p73,books,4,46
9674,c9674,p74,home,5,63
9675,c9675,p75,cloth,1,80
9676,c9676,p76,food,2,97
9677,c9677,p77,toys,3,114
9678,c9678,p78,beauty,4,131
9679,c9679,p79,sport,5,148
9680,c9680,p80,elec,1,165
9681,c9681,p81,books,2,182
9682,c9682,p82,home,3,199
9683,c9683,p83,cloth,4,16
9684,c9684,p84,food,5,33
9685,c9685,p85,toys,1,50
9686,c9686,p86,beauty,2,67
9687,c9687,p87,sport,3,84
9688,c9688,p88,elec,4,101
9689,c9689,p89,books,5,118
9690,c9690,p90,home,1,135
9691,c9691,p91,cloth,2,152
9692,c9692,p92,food,3,169
9693,c9693,p93,toys,4,186
9694,c9694,p94,beauty,5,203
9695,c9695,p95,sport,1,20
9696,c9696,p96,elec,2,37
9697,c9697,p97,books,3,54
9698,c9698,p98,home,4,71
9699,c9699,p99,cloth,5,88
9700,c9700,p100,food,1,105
9701,c9701,p101,toys,2,122
9702,c9702,p102,beauty,3,139
9703,c9703,p103,sport,4,156
9704,c9704,p104,elec,5,173
9705,c9705,p105,books,1,190
9706,c9706,p106,home,2,7
9707,c9707,p107,cloth,3,24
9708,c9708,p108,food,4,41
9709,c9709,p109,toys,5,58
9710,c9710,p110,beauty,1,75
9711,c9711,p111,sport,2,92
9712,c9712,p112,elec,3,109
9713,c9713,p113,books,4,126
9714,c9714,p114,home,5,143
9715,c9715,p115,cloth,1,160
9716,c9716,p116,food,2,177
9717,c9717,p117,toys,3,194
9718,c9718,p118,beauty,4,11
9719,c9719,p119,sport,5,28
9720,c9720,p120,elec,1,45
9721,c9721,p121,books,2,62
9722,c9722,p122,home,3,79
9723,c9723,p123,cloth,4,96
9724,c9724,p124,food,5,113
9725,c9725,p125,toys,1,130
9726,c9726,p126,beauty,2,147
9727,c9727,p127,sport,3,164
9728,c9728,p128,elec,4,181
9729,c9729,p129,books,5,198
9730,c9730,p130,home,1,15
9731,c9731,p131,cloth,2,32
9732,c9732,p132,food,3,49
9733,c9733,p133,toys,4,66
9734,c9734,p134,beauty,5,83
9735,c9735,p135,sport,1,100
9736,c9736,p136,elec,2,117
9737,c9737,p137,books,3,134
9738,c9738,p138,home,4,151
9739,c9739,p139,cloth,5,168
9740,c9740,p140,food,1,185
9741,c9741,p141,toys,2,202
9742,c9742,p142,beauty,3,19
9743,c9743,p143,sport,4,36
9744,c9744,p144,elec,5,53
9745,c9745,p145,books,1,70
9746,c9746,p146,home,2,87
9747,c9747,p147,cloth,3,104
9748,c9748,p148,food,4,121
9749,c9749,p149,toys,5,138
9750,c9750,p150,beauty,1,155
9751,c9751,p151,sport,2,172
9752,c9752,p152,elec,3,189
9753,c9753,p153,books,4,6
9754,c9754,p154,home,5,23
9755,c9755,p155,cloth,1,40
9756,c9756,p156,food,2,57
9757,c9757,p157,toys,3,74
9758,c9758,p158,beauty,4,91
9759,c9759,p159,sport,5,108
9760,c9760,p160,elec,1,125
9761,c9761,p161,books,2,142
9762,c9762,p162,home,3,159
9763,c9763,p163,cloth,4,176
9764,c9764,p164,food,5,193
9765,c9765,p165,toys,1,10
9766,c9766,p166,beauty,2,27
9767,c9767,p167,sport,3,44
9768,c9768,p168,elec,4,61
9769,c9769,p169,books,5,78
9770,c9770,p170,home,1,95
9771,c9771,p171,cloth,2,112
9772,c9772,p172,food,3,129
9773,c9773,p173,toys,4,146
9774,c9774,p174,beauty,5,163
9775,c9775,p175,sport,1,180
9776,c9776,p176,elec,2,197
9777,c9777,p177,books,3,14
9778,c9778,p178,home,4,31
9779,c9779,p179,cloth,5,48
9780,c9780,p180,food,1,65
9781,c9781,p181,toys,2,82
9782,c9782,p182,beauty,3,99
9783,c9783,p183,sport,4,116
9784,c9784,p184,elec,5,133
9785,c9785,p185,books,1,150
9786,c9786,p186,home,2,167
9787,c9787,p187,cloth,3,184
9788,c9788,p188,food,4,201
9789,c9789,p189,toys,5,18
9790,c9790,p190,beauty,1,35
9791,c9791,p191,sport,2,52
9792,c9792,p192,elec,3,69
9793,c9793,p193,books,4,86
9794,c9794,p194,home,5,103
9795,c9795,p195,cloth,1,120
9796,c9796,p196,food,2,137
9797,c9797,p197,toys,3,154
9798,c9798,p198,beauty,4,171
9799,c9799,p199,sport,5,188
9800,c9800,p0,elec,1,5
9801,c9801,p1,books,2,22
9802,c9802,p2,home,3,39
9803,c9803,p3,cloth,4,56
9804,c9804,p4,food,5,73
9805,c9805,p5,toys,1,90
9806,c9806,p6,beauty,2,107
9807,c9807,p7,sport,3,124
9808,c9808,p8,elec,4,141
9809,c9809,p9,books,5,158
9810,c9810,p10,home,1,175
9811,c9811,p11,cloth,2,192
9812,c9812,p12,food,3,9
9813,c9813,p13,toys,4,26
9814,c9814,p14,beauty,5,43
9815,c9815,p15,sport,1,60
9816,c9816,p16,elec,2,77
9817,c9817,p17,books,3,94
9818,c9818,p18,home,4,111
9819,c9819,p19,cloth,5,128
9820,c9820,p20,food,1,145
9821,c9821,p21,toys,2,162
9822,c9822,p22,beauty,3,179
9823,c9823,p23,sport,4,196
9824,c9824,p24,elec,5,13
9825,c9825,p25,books,1,30
9826,c9826,p26,home,2,47
9827,c9827,p27,cloth,3,64
9828,c9828,p28,food,4,81
9829,c9829,p29,toys,5,98
9830,c9830,p30,beauty,1,115
9831,c9831,p31,sport,2,132
9832,c9832,p32,elec,3,149
9833,c9833,p33,books,4,166
9834,c9834,p34,home,5,183
9835,c9835,p35,cloth,1,200
9836,c9836,p36,food,2,17
9837,c9837,p37,toys,3,34
9838,c9838,p38,beauty,4,51
9839,c9839,p39,sport,5,68
9840,c9840,p40,elec,1,85
9841,c9841,p41,books,2,102
9842,c9842,p42,home,3,119
9843,c9843,p43,cloth,4,136
9844,c9844,p44,food,5,153
9845,c9845,p45,toys,1,170
9846,c9846,p46,beauty,2,187
9847,c9847,p47,sport,3,204
9848,c9848,p48,elec,4,21
9849,c9849,p49,books,5,38
9850,c9850,p50,home,1,55
9851,c9851,p51,cloth,2,72
9852,c9852,p52,food,3,89
9853,c9853,p53,toys,4,106
9854,c9854,p54,beauty,5,123
9855,c9855,p55,sport,1,140
9856,c9856,p56,elec,2,157
9857,c9857,p57,books,3,174
9858,c9858,p58,home,4,191
9859,c9859,p59,cloth,5,8
9860,c9860,p60,food,1,25
9861,c9861,p61,toys,2,42
9862,c9862,p62,beauty,3,59
9863,c9863,p63,sport,4,76
9864,c9864,p64,elec,5,93
9865,c9865,p65,books,1,110
9866,c9866,p66,home,2,127
9867,c9867,p67,cloth,3,144
9868,c9868,p68,food,4,161
9869,c9869,p69,toys,5,178
9870,c9870,p70,beauty,1,195
9871,c9871,p71,sport,2,12
9872,c9872,p72,elec,3,29
9873,c9873,p73,books,4,46
9874,c9874,p74,home,5,63
9875,c9875,p75,cloth,1,80
9876,c9876,p76,food,2,97
9877,c9877,p77,toys,3,114
9878,c9878,p78,beauty,4,131
9879,c9879,p79,sport,5,148
9880,c9880,p80,elec,1,165
9881,c9881,p81,books,2,182
9882,c9882,p82,home,3,199
9883,c9883,p83,cloth,4,16
9884,c9884,p84,food,5,33
9885,c9885,p85,toys,1,50
9886,c9886,p86,beauty,2,67
9887,c9887,p87,sport,3,84
9888,c9888,p88,elec,4,101
9889,c9889,p89,books,5,118
9890,c9890,p90,home,1,135
9891,c9891,p91,cloth,2,152
9892,c9892,p92,food,3,169
9893,c9893,p93,toys,4,186
9894,c9894,p94,beauty,5,203
9895,c9895,p95,sport,1,20
9896,c9896,p96,elec,2,37
9897,c9897,p97,books,3,54
9898,c9898,p98,home,4,71
9899,c9899,p99,cloth,5,88
9900,c9900,p100,food,1,105
9901,c9901,p101,toys,2,122
9902,c9902,p102,beauty,3,139
9903,c9903,p103,sport,4,156
9904,c9904,p104,elec,5,173
9905,c9905,p105,books,1,190
9906,c9906,p106,home,2,7
9907,c9907,p107,cloth,3,24
9908,c9908,p108,food,4,41
9909,c9909,p109,toys,5,58
9910,c9910,p110,beauty,1,75
9911,c9911,p111,sport,2,92
9912,c9912,p112,elec,3,109
9913,c9913,p113,books,4,126
9914,c9914,p114,home,5,143
9915,c9915,p115,cloth,1,160
9916,c9916,p116,food,2,177
9917,c9917,p117,toys,3,194
9918,c9918,p118,beauty,4,11
9919,c9919,p119,sport,5,28
9920,c9920,p120,elec,1,45
9921,c9921,p121,books,2,62
9922,c9922,p122,home,3,79
9923,c9923,p123,cloth,4,96
9924,c9924,p124,food,5,113
9925,c9925,p125,toys,1,130
9926,c9926,p126,beauty,2,147
9927,c9927,p127,sport,3,164
9928,c9928,p128,elec,4,181
9929,c9929,p129,books,5,198
9930,c9930,p130,home,1,15
9931,c9931,p131,cloth,2,32
9932,c9932,p132,food,3,49
9933,c9933,p133,toys,4,66
9934,c9934,p134,beauty,5,83
9935,c9935,p135,sport,1,100
9936,c9936,p136,elec,2,117
9937,c9937,p137,books,3,134
9938,c9938,p138,home,4,151
9939,c9939,p139,cloth,5,168
9940,c9940,p140,food,1,185
9941,c9941,p141,toys,2,202
9942,c9942,p142,beauty,3,19
9943,c9943,p143,sport,4,36
9944,c9944,p144,elec,5,53
9945,c9945,p145,books,1,70
9946,c9946,p146,home,2,87
9947,c9947,p147,cloth,3,104
9948,c9948,p148,food,4,121
9949,c9949,p149,toys,5,138
9950,c9950,p150,beauty,1,155
9951,c9951,p151,sport,2,172
9952,c9952,p152,elec,3,189
9953,c9953,p153,books,4,6
9954,c9954,p154,home,5,23
9955,c9955,p155,cloth,1,40
9956,c9956,p156,food,2,57
9957,c9957,p157,toys,3,74
9958,c9958,p158,beauty,4,91
9959,c9959,p159,sport,5,108
9960,c9960,p160,elec,1,125
9961,c9961,p161,books,2,142
9962,c9962,p162,home,3,159
9963,c9963,p163,cloth,4,176
9964,c9964,p164,food,5,193
9965,c9965,p165,toys,1,10
9966,c9966,p166,beauty,2,27
9967,c9967,p167,sport,3,44
9968,c9968,p168,elec,4,61
9969,c9969,p169,books,5,78
9970,c9970,p170,home,1,95
9971,c9971,p171,cloth,2,112
9972,c9972,p172,food,3,129
9973,c9973,p173,toys,4,146
9974,c9974,p174,beauty,5,163
9975,c9975,p175,sport,1,180
9976,c9976,p176,elec,2,197
9977,c9977,p177,books,3,14
9978,c9978,p178,home,4,31
9979,c9979,p179,cloth,5,48
9980,c9980,p180,food,1,65
9981,c9981,p181,toys,2,82
9982,c9982,p182,beauty,3,99
9983,c9983,p183,sport,4,116
9984,c9984,p184,elec,5,133
9985,c9985,p185,books,1,150
9986,c9986,p186,home,2,167
9987,c9987,p187,cloth,3,184
9988,c9988,p188,food,4,201
9989,c9989,p189,toys,5,18
9990,c9990,p190,beauty,1,35
9991,c9991,p191,sport,2,52
9992,c9992,p192,elec,3,69
9993,c9993,p193,books,4,86
9994,c9994,p194,home,5,103
9995,c9995,p195,cloth,1,120
9996,c9996,p196,food,2,137
9997,c9997,p197,toys,3,154
9998,c9998,p198,beauty,4,171
9999,c9999,p199,sport,5,188
10000,c10000,p0,elec,1,5
10001,c10001,p1,books,2,22
10002,c10002,p2,home,3,39
10003,c10003,p3,cloth,4,56
10004,c10004,p4,food,5,73
10005,c10005,p5,toys,1,90
10006,c10006,p6,beauty,2,107
10007,c10007,p7,sport,3,124
10008,c10008,p8,elec,4,141
10009,c10009,p9,books,5,158
10010,c10010,p10,home,1,175
10011,c10011,p11,cloth,2,192
10012,c10012,p12,food,3,9
10013,c10013,p13,toys,4,26
10014,c10014,p14,beauty,5,43
10015,c10015,p15,sport,1,60
10016,c10016,p16,elec,2,77
10017,c10017,p17,books,3,94
10018,c10018,p18,home,4,111
10019,c10019,p19,cloth,5,128
10020,c10020,p20,food,1,145
10021,c10021,p21,toys,2,162
10022,c10022,p22,beauty,3,179
10023,c10023,p23,sport,4,196
10024,c10024,p24,elec,5,13
10025,c10025,p25,books,1,30
10026,c10026,p26,home,2,47
10027,c10027,p27,cloth,3,64
10028,c10028,p28,food,4,81
10029,c10029,p29,toys,5,98
10030,c10030,p30,beauty,1,115
10031,c10031,p31,sport,2,132
10032,c10032,p32,elec,3,149
10033,c10033,p33,books,4,166
10034,c10034,p34,home,5,183
10035,c10035,p35,cloth,1,200
10036,c10036,p36,food,2,17
10037,c10037,p37,toys,3,34
10038,c10038,p38,beauty,4,51
10039,c10039,p39,sport,5,68
10040,c10040,p40,elec,1,85
10041,c10041,p41,books,2,102
10042,c10042,p42,home,3,119
10043,c10043,p43,cloth,4,136
10044,c10044,p44,food,5,153
10045,c10045,p45,toys,1,170
10046,c10046,p46,beauty,2,187
10047,c10047,p47,sport,3,204
10048,c10048,p48,elec,4,21
10049,c10049,p49,books,5,38
10050,c10050,p50,home,1,55
10051,c10051,p51,cloth,2,72
10052,c10052,p52,food,3,89
10053,c10053,p53,toys,4,106
10054,c10054,p54,beauty,5,123
10055,c10055,p55,sport,1,140
10056,c10056,p56,elec,2,157
10057,c10057,p57,books,3,174
10058,c10058,p58,home,4,191
10059,c10059,p59,cloth,5,8
10060,c10060,p60,food,1,25
10061,c10061,p61,toys,2,42
10062,c10062,p62,beauty,3,59
10063,c10063,p63,sport,4,76
10064,c10064,p64,elec,5,93
10065,c10065,p65,books,1,110
10066,c10066,p66,home,2,127
10067,c10067,p67,cloth,3,144
10068,c10068,p68,food,4,161
10069,c10069,p69,toys,5,178
10070,c10070,p70,beauty,1,195
10071,c10071,p71,sport,2,12
10072,c10072,p72,elec,3,29
10073,c10073,p73,books,4,46
10074,c10074,p74,home,5,63
10075,c10075,p75,cloth,1,80
10076,c10076,p76,food,2,97
10077,c10077,p77,toys,3,114
10078,c10078,p78,beauty,4,131
10079,c10079,p79,sport,5,148
10080,c10080,p80,elec,1,165
10081,c10081,p81,books,2,182
10082,c10082,p82,home,3,199
10083,c10083,p83,cloth,4,16
10084,c10084,p84,food,5,33
10085,c10085,p85,toys,1,50
10086,c10086,p86,beauty,2,67
10087,c10087,p87,sport,3,84
10088,c10088,p88,elec,4,101
10089,c10089,p89,books,5,118
10090,c10090,p90,home,1,135
10091,c10091,p91,cloth,2,152
10092,c10092,p92,food,3,169
10093,c10093,p93,toys,4,186
10094,c10094,p94,beauty,5,203
10095,c10095,p95,sport,1,20
10096,c10096,p96,elec,2,37
10097,c10097,p97,books,3,54
10098,c10098,p98,home,4,71
10099,c10099,p99,cloth,5,88
10100,c10100,p100,food,1,105
10101,c10101,p101,toys,2,122
10102,c10102,p102,beauty,3,139
10103,c10103,p103,sport,4,156
10104,c10104,p104,elec,5,173
10105,c10105,p105,books,1,190
10106,c10106,p106,home,2,7
10107,c10107,p107,cloth,3,24
10108,c10108,p108,food,4,41
10109,c10109,p109,toys,5,58
10110,c10110,p110,beauty,1,75
10111,c10111,p111,sport,2,92
10112,c10112,p112,elec,3,109
10113,c10113,p113,books,4,126
10114,c10114,p114,home,5,143
10115,c10115,p115,cloth,1,160
10116,c10116,p116,food,2,177
10117,c10117,p117,toys,3,194
10118,c10118,p118,beauty,4,11
10119,c10119,p119,sport,5,28
10120,c10120,p120,elec,1,45
10121,c10121,p121,books,2,62
10122,c10122,p122,home,3,79
10123,c10123,p123,cloth,4,96
10124,c10124,p124,food,5,113
10125,c10125,p125,toys,1,130
10126,c10126,p126,beauty,2,147
10127,c10127,p127,sport,3,164
10128,c10128,p128,elec,4,181
10129,c10129,p129,books,5,198
10130,c10130,p130,home,1,15
10131,c10131,p131,cloth,2,32
10132,c10132,p132,food,3,49
